SUMMARY,Unnamed: 3,Unnamed: 4,ZWL,USD ,Date
GRANT TOTAL ZWL,,,,,2073-01-08
,,,,8273372.649870868,2073-01-09
GL ACC,2200600002.0,Consumables,310860251.7415647,2450820.406431719,2074-01-01
GL ACC,3112210001.0,ICT Equipment,141724607.0307534,1045387.646159325,2074-01-02
GL ACC,2201900002.0,Part Technical equipment,21885735.90698512,178676.0229339274,2074-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35039256.88058726,222115.4581821475,2074-01-04
GL ACC,2200600003.0,Renewal of Computer software,603358723.8311384,3025430.547860587,2074-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,516187.9474709531,2875.459960655744,2074-01-06
GRANT TOTAL ZWL,,,872180367.5777369,,2074-01-07
GRANT TOTAL ZWL,,,,,2074-01-08
,,,,7760479.701656838,2074-01-09
GL ACC,2200600002.0,Consumables,288669654.1486173,2594518.154728616,2075-01-01
GL ACC,3112210001.0,ICT Equipment,183243470.1747369,1128176.394568977,2075-01-02
GL ACC,2201900002.0,Part Technical equipment,20764398.4175978,146770.8978561677,2075-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28339432.41930752,183182.0533629895,2075-01-04
GL ACC,2200600003.0,Renewal of Computer software,429163955.7621927,4164444.474475276,2075-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,545723.0368826485,3014.123803228893,2075-01-06
GRANT TOTAL ZWL,,,1147522551.336449,,2075-01-07
GRANT TOTAL ZWL,,,,,2075-01-08
,,,,8491976.586671121,2075-01-09
GL ACC,2200600002.0,Consumables,327038217.7613053,2140427.231457506,2076-01-01
GL ACC,3112210001.0,ICT Equipment,158953072.4567899,1236603.600266332,2076-01-02
GL ACC,2201900002.0,Part Technical equipment,25154780.61873358,171119.9132459004,2076-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35528084.14373249,185475.0093234465,2076-01-04
GL ACC,2200600003.0,Renewal of Computer software,545892794.859134,4402552.003797561,2076-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,524850.8361798114,3096.246610665118,2076-01-06
GRANT TOTAL ZWL,,,1071852331.474597,,2076-01-07
GRANT TOTAL ZWL,,,,,2076-01-08
,,,,7542602.008661597,2076-01-09
GL ACC,2200600002.0,Consumables,308574268.0183123,2446884.890459238,2077-01-01
GL ACC,3112210001.0,ICT Equipment,146496024.1213759,972208.6979884214,2077-01-02
GL ACC,2201900002.0,Part Technical equipment,22315105.08629133,173292.485292513,2077-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31422583.56850632,189579.3316378398,2077-01-04
GL ACC,2200600003.0,Renewal of Computer software,430455262.0371156,3442142.585981183,2077-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,415567.5863456032,4130.32206297553,2077-01-06
GRANT TOTAL ZWL,,,1250377069.984156,,2077-01-07
GRANT TOTAL ZWL,,,,,2077-01-08
,,,,7462327.545861826,2077-01-09
GL ACC,2200600002.0,Consumables,351402993.9017296,2427985.300882396,2078-01-01
GL ACC,3112210001.0,ICT Equipment,158304875.4600896,1071912.725521976,2078-01-02
GL ACC,2201900002.0,Part Technical equipment,20362979.41703172,167019.7054583547,2078-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24228518.15522502,249204.7678737625,2078-01-04
GL ACC,2200600003.0,Renewal of Computer software,533698368.7513706,3160291.207887935,2078-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,407375.5442951601,3457.171006763097,2078-01-06
GRANT TOTAL ZWL,,,866580147.352244,,2078-01-07
GRANT TOTAL ZWL,,,,,2078-01-08
,,,,6957112.524015509,2078-01-09
GL ACC,2200600002.0,Consumables,259524796.6703694,2268917.865550327,2079-01-01
GL ACC,3112210001.0,ICT Equipment,193185198.4242038,1372514.342192818,2079-01-02
GL ACC,2201900002.0,Part Technical equipment,22703548.12817682,157917.8191837615,2079-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24849476.97166786,186106.5033743895,2079-01-04
GL ACC,2200600003.0,Renewal of Computer software,486665783.3951052,3165936.148424522,2079-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,543680.8744677459,3838.81629728694,2079-01-06
GRANT TOTAL ZWL,,,988033804.0176609,,2079-01-07
GRANT TOTAL ZWL,,,,,2079-01-08
,,,,8227499.221653145,2079-01-09
GL ACC,2200600002.0,Consumables,292363332.9738244,2460439.717346496,2080-01-01
GL ACC,3112210001.0,ICT Equipment,166386114.4877921,1224843.00934374,2080-01-02
GL ACC,2201900002.0,Part Technical equipment,20216189.33307975,152196.2568056851,2080-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,25497121.4715768,189725.0302078882,2080-01-04
GL ACC,2200600003.0,Renewal of Computer software,594193522.779859,2994784.85218648,2080-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,404282.2829491751,2984.293461191723,2080-01-06
GRANT TOTAL ZWL,,,1000373408.987342,,2080-01-07
GRANT TOTAL ZWL,,,,,2080-01-08
,,,,6709230.91765359,2080-01-09
GL ACC,2200600002.0,Consumables,367731971.2729396,2186785.943617885,2081-01-01
GL ACC,3112210001.0,ICT Equipment,184978663.4439771,1045726.167125768,2081-01-02
GL ACC,2201900002.0,Part Technical equipment,18601433.61934709,176856.1781643752,2081-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,25112531.29749244,232229.9752493124,2081-01-04
GL ACC,2200600003.0,Renewal of Computer software,463133780.1548707,3201900.43162854,2081-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,539957.9547111859,3166.132037205508,2081-01-06
GRANT TOTAL ZWL,,,954219893.5879277,,2081-01-07
GRANT TOTAL ZWL,,,,,2081-01-08
,,,,6959426.384021485,2081-01-09
GL ACC,2200600002.0,Consumables,341679437.9645418,2319372.692817482,2082-01-01
GL ACC,3112210001.0,ICT Equipment,161512996.0667419,1180513.016908583,2082-01-02
GL ACC,2201900002.0,Part Technical equipment,21358267.86003429,178137.9557673073,2082-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24995644.67675693,229056.7895797413,2082-01-04
GL ACC,2200600003.0,Renewal of Computer software,556536427.1347392,4212800.995029197,2082-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,431031.6210864712,3157.209590086616,2082-01-06
GRANT TOTAL ZWL,,,879227850.2080052,,2082-01-07
GRANT TOTAL ZWL,,,,,2082-01-08
,,,,7065941.590119678,2082-01-09
GL ACC,2200600002.0,Consumables,367965648.6939783,2117427.49515062,2083-01-01
GL ACC,3112210001.0,ICT Equipment,166195666.791787,1186600.621851029,2083-01-02
GL ACC,2201900002.0,Part Technical equipment,22903687.06907387,164667.6168399075,2083-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33807279.93731427,249342.3003249019,2083-01-04
GL ACC,2200600003.0,Renewal of Computer software,511024147.5643876,4419000.061522461,2083-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,425526.7297826571,3421.430875400261,2083-01-06
GRANT TOTAL ZWL,,,1142494720.475407,,2083-01-07
GRANT TOTAL ZWL,,,,,2083-01-08
,,,,6279647.122986835,2083-01-09
GL ACC,2200600002.0,Consumables,316179654.545887,2593976.726544611,2084-01-01
GL ACC,3112210001.0,ICT Equipment,144049237.6597643,1211905.764347472,2084-01-02
GL ACC,2201900002.0,Part Technical equipment,19936493.44126496,158255.2166564941,2084-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34028252.70708293,220318.6756953647,2084-01-04
GL ACC,2200600003.0,Renewal of Computer software,569920666.4342306,3377210.362597906,2084-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,420736.7457612125,3727.248312794681,2084-01-06
GRANT TOTAL ZWL,,,1179251009.241492,,2084-01-07
GRANT TOTAL ZWL,,,,,2084-01-08
,,,,6954938.690814352,2084-01-09
GL ACC,2200600002.0,Consumables,338198531.4135832,2185378.884865895,2085-01-01
GL ACC,3112210001.0,ICT Equipment,199081265.5750599,1266442.749014109,2085-01-02
GL ACC,2201900002.0,Part Technical equipment,26616204.77012258,185569.990158903,2085-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27074443.4778106,206334.4909528529,2085-01-04
GL ACC,2200600003.0,Renewal of Computer software,575619362.110525,3799071.761698138,2085-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,570916.8301167481,3328.709440129473,2085-01-06
GRANT TOTAL ZWL,,,926756665.5616295,,2085-01-07
GRANT TOTAL ZWL,,,,,2085-01-08
,,,,6357025.094096019,2085-01-09
GL ACC,2200600002.0,Consumables,351481056.5742126,2555493.092298368,2086-01-01
GL ACC,3112210001.0,ICT Equipment,198500667.9809679,1357387.650188007,2086-01-02
GL ACC,2201900002.0,Part Technical equipment,23190131.04726833,193272.760786906,2086-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29347177.24041866,257579.9907490226,2086-01-04
GL ACC,2200600003.0,Renewal of Computer software,537654002.9598182,4426184.780179136,2086-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,557641.9275120626,3289.354965591557,2086-01-06
GRANT TOTAL ZWL,,,1178344107.121718,,2086-01-07
GRANT TOTAL ZWL,,,,,2086-01-08
,,,,6036568.519553463,2086-01-09
GL ACC,2200600002.0,Consumables,302617345.2393485,2240238.856953124,2087-01-01
GL ACC,3112210001.0,ICT Equipment,182971349.3341628,1128954.504287011,2087-01-02
GL ACC,2201900002.0,Part Technical equipment,25695980.44862703,133339.0649809308,2087-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24364077.19275082,206817.0293331664,2087-01-04
GL ACC,2200600003.0,Renewal of Computer software,504131336.9993969,4232336.209088163,2087-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,582453.5461513303,3864.59296922387,2087-01-06
GRANT TOTAL ZWL,,,934837138.1289532,,2087-01-07
GRANT TOTAL ZWL,,,,,2087-01-08
,,,,8325607.229849642,2087-01-09
GL ACC,2200600002.0,Consumables,351311282.484809,1895567.584424837,2088-01-01
GL ACC,3112210001.0,ICT Equipment,140218039.2400286,1118424.759135325,2088-01-02
GL ACC,2201900002.0,Part Technical equipment,26071383.74721443,191509.3065539014,2088-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24798492.05663631,225536.556589,2088-01-04
GL ACC,2200600003.0,Renewal of Computer software,613322532.1445599,4112411.849586507,2088-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,598635.7405487932,3712.920545202582,2088-01-06
GRANT TOTAL ZWL,,,955034387.8660303,,2088-01-07
GRANT TOTAL ZWL,,,,,2088-01-08
,,,,6410035.104408377,2088-01-09
GL ACC,2200600002.0,Consumables,301972745.4878857,2376228.552018689,2089-01-01
GL ACC,3112210001.0,ICT Equipment,135680100.9188004,975380.9477460348,2089-01-02
GL ACC,2201900002.0,Part Technical equipment,25681554.30419581,161207.0001935071,2089-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24289488.10631411,242669.4682978711,2089-01-04
GL ACC,2200600003.0,Renewal of Computer software,587779193.8914906,4437339.102525746,2089-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,477546.3227444822,2895.76242104163,2089-01-06
GRANT TOTAL ZWL,,,982355524.8932614,,2089-01-07
GRANT TOTAL ZWL,,,,,2089-01-08
,,,,6571670.852185166,2089-01-09
GL ACC,2200600002.0,Consumables,340077910.8074085,2239383.191666611,2090-01-01
GL ACC,3112210001.0,ICT Equipment,183982045.6657028,1362909.299812753,2090-01-02
GL ACC,2201900002.0,Part Technical equipment,22503610.82855773,147121.6767917135,2090-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29136274.09459295,226069.4999748921,2090-01-04
GL ACC,2200600003.0,Renewal of Computer software,601941973.9895701,3003293.091982656,2090-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,418415.1930537286,3990.195594573051,2090-01-06
GRANT TOTAL ZWL,,,1179636871.44221,,2090-01-07
GRANT TOTAL ZWL,,,,,2090-01-08
,,,,7691735.512544823,2090-01-09
GL ACC,2200600002.0,Consumables,309275631.3133993,2537229.911605985,2091-01-01
GL ACC,3112210001.0,ICT Equipment,166878668.3548922,1253093.000934239,2091-01-02
GL ACC,2201900002.0,Part Technical equipment,18305763.99192756,132669.0035370786,2091-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27386746.58628507,249672.9345699308,2091-01-04
GL ACC,2200600003.0,Renewal of Computer software,553052219.6824,3532419.2995669,2091-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,411837.6838469697,3682.906719826446,2091-01-06
GRANT TOTAL ZWL,,,957410920.3787699,,2091-01-07
GRANT TOTAL ZWL,,,,,2091-01-08
,,,,6567091.783056417,2091-01-09
GL ACC,2200600002.0,Consumables,326180380.3977982,2106740.047794362,2092-01-01
GL ACC,3112210001.0,ICT Equipment,170574693.7337883,1386795.304227666,2092-01-02
GL ACC,2201900002.0,Part Technical equipment,25308405.95203117,189110.1971130565,2092-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26456709.0330826,222405.1028436151,2092-01-04
GL ACC,2200600003.0,Renewal of Computer software,419908008.1134144,3103673.328511116,2092-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,592503.7751115933,3327.289556090203,2092-01-06
GRANT TOTAL ZWL,,,913886037.1734357,,2092-01-07
GRANT TOTAL ZWL,,,,,2092-01-08
,,,,7410449.586883887,2092-01-09
GL ACC,2200600002.0,Consumables,316058187.7742729,1968010.487370695,2093-01-01
GL ACC,3112210001.0,ICT Equipment,168691616.4214612,1114507.06906502,2093-01-02
GL ACC,2201900002.0,Part Technical equipment,24897810.99726036,184732.0339284357,2093-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,25831060.43514419,235752.5672670849,2093-01-04
GL ACC,2200600003.0,Renewal of Computer software,443286075.5484838,4431512.248272524,2093-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,530392.510552558,4280.936896408245,2093-01-06
GRANT TOTAL ZWL,,,1161324514.078819,,2093-01-07
GRANT TOTAL ZWL,,,,,2093-01-08
,,,,8929874.2683378,2093-01-09
GL ACC,2200600002.0,Consumables,270361502.5864936,2460559.170668074,2094-01-01
GL ACC,3112210001.0,ICT Equipment,141996031.9397705,1271108.172632444,2094-01-02
GL ACC,2201900002.0,Part Technical equipment,24266429.7140283,192524.4163983998,2094-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26509060.40807806,217442.6369614757,2094-01-04
GL ACC,2200600003.0,Renewal of Computer software,626401568.0867357,3175764.946635683,2094-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,422067.5316833537,3448.415861191478,2094-01-06
GRANT TOTAL ZWL,,,1019727712.973969,,2094-01-07
GRANT TOTAL ZWL,,,,,2094-01-08
,,,,8364836.657616455,2094-01-09
GL ACC,2200600002.0,Consumables,343347677.6165686,1868205.558679088,2095-01-01
GL ACC,3112210001.0,ICT Equipment,155754894.0259791,1370323.628971128,2095-01-02
GL ACC,2201900002.0,Part Technical equipment,24268099.61967312,153506.0404987258,2095-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24142815.23106664,253703.0551041147,2095-01-04
GL ACC,2200600003.0,Renewal of Computer software,609047014.3997403,4339565.883926602,2095-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,423230.3677054466,3960.05295451525,2095-01-06
GRANT TOTAL ZWL,,,1018621458.223124,,2095-01-07
GRANT TOTAL ZWL,,,,,2095-01-08
,,,,7920219.143546024,2095-01-09
GL ACC,2200600002.0,Consumables,321029836.3322973,1981184.49556163,2096-01-01
GL ACC,3112210001.0,ICT Equipment,139188533.1057998,1081245.771931245,2096-01-02
GL ACC,2201900002.0,Part Technical equipment,26169086.94431809,177658.0537026044,2096-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34056280.49161917,209427.4677706828,2096-01-04
GL ACC,2200600003.0,Renewal of Computer software,547288428.2100413,3058857.403002016,2096-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,407640.5087291497,3401.756038958077,2096-01-06
GRANT TOTAL ZWL,,,1029320026.927418,,2096-01-07
GRANT TOTAL ZWL,,,,,2096-01-08
,,,,8647065.689439494,2096-01-09
GL ACC,2200600002.0,Consumables,273600889.0028778,2641605.515867668,2097-01-01
GL ACC,3112210001.0,ICT Equipment,193914731.5651664,1374839.912055678,2097-01-02
GL ACC,2201900002.0,Part Technical equipment,27069813.25175058,137376.7998193557,2097-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30350635.75753536,197272.3577251182,2097-01-04
GL ACC,2200600003.0,Renewal of Computer software,498726807.0055509,4215975.370192704,2097-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,507810.6908604311,3689.117213813372,2097-01-06
GRANT TOTAL ZWL,,,963723659.5817517,,2097-01-07
GRANT TOTAL ZWL,,,,,2097-01-08
,,,,6182581.014028029,2097-01-09
GL ACC,2200600002.0,Consumables,298665732.6312344,2628680.643925508,2098-01-01
GL ACC,3112210001.0,ICT Equipment,161814571.9027115,1081253.87895158,2098-01-02
GL ACC,2201900002.0,Part Technical equipment,26097036.41014659,148397.3835892665,2098-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24804698.78303311,187148.9554674467,2098-01-04
GL ACC,2200600003.0,Renewal of Computer software,522925461.1654954,4150932.84778838,2098-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,544949.815653366,4122.190709398662,2098-01-06
GRANT TOTAL ZWL,,,920574874.1377811,,2098-01-07
GRANT TOTAL ZWL,,,,,2098-01-08
,,,,6471241.442295766,2098-01-09
GL ACC,2200600002.0,Consumables,257687703.6040639,1818340.63566547,2099-01-01
GL ACC,3112210001.0,ICT Equipment,198922405.2579085,1414295.258072243,2099-01-02
GL ACC,2201900002.0,Part Technical equipment,25743374.28562571,144621.8533286974,2099-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30088033.11317265,203739.8493678053,2099-01-04
GL ACC,2200600003.0,Renewal of Computer software,435347814.9900551,3191920.506718565,2099-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,555769.710566879,3713.048004008611,2099-01-06
GRANT TOTAL ZWL,,,1119161200.500435,,2099-01-07
GRANT TOTAL ZWL,,,,,2099-01-08
,,,,6608938.867398979,2099-01-09
GL ACC,2200600002.0,Consumables,315753232.2055895,1903042.996787567,2100-01-01
GL ACC,3112210001.0,ICT Equipment,156972060.1838145,1272548.039745904,2100-01-02
GL ACC,2201900002.0,Part Technical equipment,23500181.21925538,133546.6917590435,2100-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28431100.68988425,223291.725731419,2100-01-04
GL ACC,2200600003.0,Renewal of Computer software,483089576.3982067,3418163.107175618,2100-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,424001.7069688273,3333.704125561723,2100-01-06
GRANT TOTAL ZWL,,,1206913064.302264,,2100-01-07
GRANT TOTAL ZWL,,,,,2100-01-08
,,,,8748015.344846861,2100-01-09
GL ACC,2200600002.0,Consumables,301542498.6012758,2475074.196642765,2101-01-01
GL ACC,3112210001.0,ICT Equipment,200846121.3207335,1431779.853636546,2101-01-02
GL ACC,2201900002.0,Part Technical equipment,20231896.99693311,138361.1444560671,2101-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30067765.15549804,254085.8382535407,2101-01-04
GL ACC,2200600003.0,Renewal of Computer software,498887416.5232955,3537596.257303198,2101-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,421481.0050021984,3532.815691980938,2101-01-06
GRANT TOTAL ZWL,,,1002699074.493675,,2101-01-07
GRANT TOTAL ZWL,,,,,2101-01-08
,,,,6871738.930535903,2101-01-09
GL ACC,2200600002.0,Consumables,273451491.917718,2060921.442084044,2102-01-01
GL ACC,3112210001.0,ICT Equipment,181407920.4712327,1333981.90135624,2102-01-02
GL ACC,2201900002.0,Part Technical equipment,20180651.55549785,183208.1375407359,2102-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27809764.55669903,216970.3394033097,2102-01-04
GL ACC,2200600003.0,Renewal of Computer software,510277321.2290285,3961361.862754021,2102-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,440984.9332049172,3028.540705792024,2102-01-06
GRANT TOTAL ZWL,,,921923885.2084228,,2102-01-07
GRANT TOTAL ZWL,,,,,2102-01-08
,,,,7893318.578180225,2102-01-09
GL ACC,2200600002.0,Consumables,370259796.3393252,2474402.130009922,2103-01-01
GL ACC,3112210001.0,ICT Equipment,138901697.8262672,1231661.153662506,2103-01-02
GL ACC,2201900002.0,Part Technical equipment,26986715.36397996,155647.2513850184,2103-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29651801.39229964,191845.3600569086,2103-01-04
GL ACC,2200600003.0,Renewal of Computer software,419686015.0358072,3617424.852188598,2103-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,587571.091593928,2974.837329453563,2103-01-06
GRANT TOTAL ZWL,,,1157918973.731592,,2103-01-07
GRANT TOTAL ZWL,,,,,2103-01-08
,,,,8854584.654954167,2103-01-09
GL ACC,2200600002.0,Consumables,313555377.1667193,2056160.820438517,2104-01-01
GL ACC,3112210001.0,ICT Equipment,197860700.3978549,1368091.596290635,2104-01-02
GL ACC,2201900002.0,Part Technical equipment,20840038.36336374,148682.6321046618,2104-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35545096.7351585,202970.5010874555,2104-01-04
GL ACC,2200600003.0,Renewal of Computer software,482893177.9225125,4280040.864127507,2104-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,545028.978795233,4144.389956333982,2104-01-06
GRANT TOTAL ZWL,,,1092854622.552616,,2104-01-07
GRANT TOTAL ZWL,,,,,2104-01-08
,,,,6547840.567915464,2104-01-09
GL ACC,2200600002.0,Consumables,299335021.9776117,2115710.391622954,2105-01-01
GL ACC,3112210001.0,ICT Equipment,191311042.3341745,1168184.401434303,2105-01-02
GL ACC,2201900002.0,Part Technical equipment,21495933.25349452,151253.4926723345,2105-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26095827.50307865,249406.6368201031,2105-01-04
GL ACC,2200600003.0,Renewal of Computer software,516594076.3939355,3086093.289081176,2105-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,425433.0673209648,3786.935898828353,2105-01-06
GRANT TOTAL ZWL,,,915640097.389087,,2105-01-07
GRANT TOTAL ZWL,,,,,2105-01-08
,,,,6385350.335028761,2105-01-09
GL ACC,2200600002.0,Consumables,370549136.6388633,2368922.103554014,2106-01-01
GL ACC,3112210001.0,ICT Equipment,150230813.0348219,1276369.390533514,2106-01-02
GL ACC,2201900002.0,Part Technical equipment,22747773.61827366,141669.5320010728,2106-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34795273.77469721,190133.9387259517,2106-01-04
GL ACC,2200600003.0,Renewal of Computer software,479234568.9751905,3168634.344443106,2106-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,420075.1928370282,3190.669483957321,2106-01-06
GRANT TOTAL ZWL,,,1036882912.857043,,2106-01-07
GRANT TOTAL ZWL,,,,,2106-01-08
,,,,6637668.909199453,2106-01-09
GL ACC,2200600002.0,Consumables,342158301.1282865,2168258.809835901,2107-01-01
GL ACC,3112210001.0,ICT Equipment,149085209.7608621,1351377.394859508,2107-01-02
GL ACC,2201900002.0,Part Technical equipment,20788851.48894926,150691.0771442638,2107-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28223352.43582246,214210.8338761218,2107-01-04
GL ACC,2200600003.0,Renewal of Computer software,627537253.5465405,3887764.240141156,2107-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,504182.3821764466,3319.847782807374,2107-01-06
GRANT TOTAL ZWL,,,1054694574.326813,,2107-01-07
GRANT TOTAL ZWL,,,,,2107-01-08
,,,,6752476.686728795,2107-01-09
GL ACC,2200600002.0,Consumables,354500973.5147541,1822068.787992692,2108-01-01
GL ACC,3112210001.0,ICT Equipment,187802773.4143293,1113401.164477524,2108-01-02
GL ACC,2201900002.0,Part Technical equipment,19953923.3602148,154777.7233508031,2108-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33383948.11486813,231171.5901103614,2108-01-04
GL ACC,2200600003.0,Renewal of Computer software,598923885.7798193,3512507.849753351,2108-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,455173.6284588711,2952.64149963835,2108-01-06
GRANT TOTAL ZWL,,,972804871.3333694,,2108-01-07
GRANT TOTAL ZWL,,,,,2108-01-08
,,,,6904589.065079175,2108-01-09
GL ACC,2200600002.0,Consumables,349866220.4105948,2359872.458494739,2109-01-01
GL ACC,3112210001.0,ICT Equipment,190230397.5152874,1046825.48408237,2109-01-02
GL ACC,2201900002.0,Part Technical equipment,19804275.84387514,188750.2370986087,2109-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30532201.59362952,240786.5561871125,2109-01-04
GL ACC,2200600003.0,Renewal of Computer software,451058888.8441218,3889009.889979193,2109-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,423477.0218061654,4005.281287400855,2109-01-06
GRANT TOTAL ZWL,,,1264899727.107411,,2109-01-07
GRANT TOTAL ZWL,,,,,2109-01-08
,,,,6091036.174516812,2109-01-09
GL ACC,2200600002.0,Consumables,317299192.2856424,1863491.277607672,2110-01-01
GL ACC,3112210001.0,ICT Equipment,150240671.2476346,1198926.016368351,2110-01-02
GL ACC,2201900002.0,Part Technical equipment,19405361.7815609,191123.3854767825,2110-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26027828.9665192,252598.7811244063,2110-01-04
GL ACC,2200600003.0,Renewal of Computer software,587822665.0848577,3034545.019858912,2110-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,556086.4121689354,3236.767431725035,2110-01-06
GRANT TOTAL ZWL,,,1013034189.552946,,2110-01-07
GRANT TOTAL ZWL,,,,,2110-01-08
,,,,7288830.187932584,2110-01-09
GL ACC,2200600002.0,Consumables,328666320.9206749,1788106.952417652,2111-01-01
GL ACC,3112210001.0,ICT Equipment,142416898.952459,1136573.654828141,2111-01-02
GL ACC,2201900002.0,Part Technical equipment,21948578.41169946,159042.2153113455,2111-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27771322.76949495,201218.5515246261,2111-01-04
GL ACC,2200600003.0,Renewal of Computer software,443129276.5603476,3786007.514286368,2111-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,532702.736488491,4112.62058644134,2111-01-06
GRANT TOTAL ZWL,,,875679809.1534506,,2111-01-07
GRANT TOTAL ZWL,,,,,2111-01-08
,,,,8668639.016472563,2111-01-09
GL ACC,2200600002.0,Consumables,330787987.6679698,1905587.029818915,2112-01-01
GL ACC,3112210001.0,ICT Equipment,135987539.9924825,1262069.43586444,2112-01-02
GL ACC,2201900002.0,Part Technical equipment,23654153.08236556,159461.4254214338,2112-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33985114.6518801,173643.4129297895,2112-01-04
GL ACC,2200600003.0,Renewal of Computer software,575697854.1128376,4406656.903395346,2112-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,425481.1328326754,3537.278243923003,2112-01-06
GRANT TOTAL ZWL,,,1253703191.565522,,2112-01-07
GRANT TOTAL ZWL,,,,,2112-01-08
,,,,6785137.098177379,2112-01-09
GL ACC,2200600002.0,Consumables,260393956.7045888,2042202.862619664,2113-01-01
GL ACC,3112210001.0,ICT Equipment,190870183.1425553,1430505.450035884,2113-01-02
GL ACC,2201900002.0,Part Technical equipment,18836734.27496751,161478.2172930091,2113-01-03
